time_offset_s,rssi,rssi_mean,variance,anomaly_score,class_label
23.885,-40,-40.0,0.0,0.0,idle
23.987,-40,-40.0,0.0,0.0,idle
24.087,-41,-40.05,0.05,0.01,idle
24.189,-41,-40.1,0.0947,0.02,idle
24.289,-41,-40.15,0.1342,0.02,idle
24.389,-41,-40.2,0.1684,0.03,idle
24.481,-41,-40.25,0.1974,0.03,idle
24.583,-41,-40.3,0.2211,0.04,idle
24.682,-41,-40.35,0.2395,0.04,idle
24.783,-41,-40.4,0.2526,0.04,idle
24.886,-41,-40.45,0.2605,0.04,idle
24.988,-41,-40.5,0.2632,0.04,idle
25.089,-41,-40.55,0.2605,0.04,idle
25.189,-41,-40.6,0.2526,0.04,idle
25.289,-41,-40.65,0.2395,0.04,idle
25.389,-41,-40.7,0.2211,0.04,idle
25.489,-41,-40.75,0.1974,0.03,idle
25.591,-41,-40.8,0.1684,0.03,idle
25.680,-41,-40.85,0.1342,0.02,idle
25.782,-41,-40.9,0.0947,0.02,idle
25.885,-41,-40.95,0.05,0.01,idle
25.987,-41,-41.0,0.0,0.0,idle
26.089,-41,-41.0,0.0,0.0,idle
26.188,-41,-41.0,0.0,0.0,idle
26.289,-41,-41.0,0.0,0.0,idle
26.389,-41,-41.0,0.0,0.0,idle
26.491,-41,-41.0,0.0,0.0,idle
26.589,-41,-41.0,0.0,0.0,idle
26.689,-41,-41.0,0.0,0.0,idle
26.789,-41,-41.0,0.0,0.0,idle
26.889,-41,-41.0,0.0,0.0,idle
26.989,-41,-41.0,0.0,0.0,idle
27.088,-41,-41.0,0.0,0.0,idle
27.189,-41,-41.0,0.0,0.0,idle
27.291,-41,-41.0,0.0,0.0,idle
27.382,-41,-41.0,0.0,0.0,idle
27.483,-41,-41.0,0.0,0.0,idle
27.582,-41,-41.0,0.0,0.0,idle
27.685,-41,-41.0,0.0,0.0,idle
27.783,-41,-41.0,0.0,0.0,idle
27.882,-41,-41.0,0.0,0.0,idle
27.983,-41,-41.0,0.0,0.0,idle
28.084,-41,-41.0,0.0,0.0,idle
28.185,-41,-41.0,0.0,0.0,idle
28.282,-41,-41.0,0.0,0.0,idle
28.383,-41,-41.0,0.0,0.0,idle
28.482,-41,-41.0,0.0,0.0,idle
28.582,-41,-41.0,0.0,0.0,idle
28.687,-41,-41.0,0.0,0.0,idle
28.788,-41,-41.0,0.0,0.0,idle
28.887,-41,-41.0,0.0,0.0,idle
28.989,-41,-41.0,0.0,0.0,idle
29.091,-41,-41.0,0.0,0.0,idle
29.189,-41,-41.0,0.0,0.0,idle
29.291,-41,-41.0,0.0,0.0,idle
29.389,-41,-41.0,0.0,0.0,idle
29.489,-41,-41.0,0.0,0.0,idle
29.589,-41,-41.0,0.0,0.0,idle
29.682,-41,-41.0,0.0,0.0,idle
29.783,-41,-41.0,0.0,0.0,idle
29.882,-41,-41.0,0.0,0.0,idle
29.983,-41,-41.0,0.0,0.0,idle
